Member_number,Date,itemDescription,category
2573,03-01-2015,tropical fruit,Fruits
4701,30-04-2015,soda,Beverages
4384,25-05-2015,sweet spreads,Fruits
1998,18-05-2015,dishes,Seafood
4583,23-02-2015,bottled beer,Beverages
2043,21-04-2015,long life bakery product,Bakery
2201,22-05-2015,frozen meals,Frozen
3522,23-09-2015,grapes,Fruits
3922,28-08-2015,hard cheese,Dairy
2636,11-09-2015,pastry,Bakery
1092,27-07-2015,salty snack,Snacks
2711,13-09-2015,butter,Dairy
3899,22-04-2015,butter milk,Dairy
4372,30-07-2015,root vegetables,Vegetables
4576,05-08-2015,misc. beverages,Beverages
4953,10-10-2015,roll products ,Baby Products
4692,27-10-2015,chocolate,Dairy
1170,12-11-2015,rolls/buns,Bakery
2625,08-04-2015,citrus fruit,Fruits
2394,30-08-2015,whole milk,Dairy
4277,18-02-2015,butter,Dairy
3170,17-01-2015,waffles,Snacks
2229,25-10-2015,meat,Meat
2944,01-02-2015,long life bakery product,Bakery
2582,06-03-2015,grapes,Fruits
1373,10-05-2015,canned beer,Canned Goods
1366,25-10-2015,pastry,Bakery
3469,10-05-2015,mustard,Condiments
4012,16-05-2015,whole milk,Dairy
2031,26-02-2015,dog food,Pet Supplies
2459,16-09-2015,frozen meals,Frozen
4377,23-02-2015,soda,Beverages
1534,13-08-2015,liquor,Beverages
2051,23-07-2015,other vegetables,Vegetables
3430,26-01-2015,brown bread,Bakery
1567,13-03-2015,candy,Snacks
2972,21-05-2015,coffee,Beverages
1287,28-08-2015,grapes,Fruits
4776,08-08-2015,soda,Beverages
2271,04-08-2015,bottled water,Beverages
4657,15-08-2015,chocolate,Dairy
2344,14-04-2015,semi-finished bread,Bakery
1482,06-07-2015,soft cheese,Dairy
1278,09-12-2015,frozen vegetables,Vegetables
4831,13-11-2015,whole milk,Dairy
1819,11-11-2015,packaged fruit/vegetables,Vegetables
2687,31-07-2015,instant coffee,Beverages
4468,24-03-2015,white bread,Bakery
4760,02-04-2015,pastry,Bakery
2310,24-03-2015,grapes,Fruits
3924,07-02-2015,whole milk,Dairy
3517,11-12-2015,other vegetables,Vegetables
3164,30-09-2015,shopping bags,Dry Goods
3245,17-05-2015,coffee,Beverages
2629,06-12-2015,fruit/vegetable juice,Fruits
1347,15-09-2015,pastry,Bakery
1216,25-08-2015,specialty fat,Seafood
4636,10-04-2015,tropical fruit,Fruits
1197,22-11-2015,sliced cheese,Dairy
1100,12-03-2015,pudding powder,Dairy
2054,15-12-2015,soda,Beverages
3761,26-09-2015,brown bread,Bakery
4947,14-09-2015,long life bakery product,Bakery
1032,15-06-2015,other vegetables,Vegetables
3353,14-08-2015,domestic eggs,Household
4466,20-08-2015,citrus fruit,Fruits
2081,22-01-2015,spices,Spices & Seasonings
1800,02-05-2015,rolls/buns,Bakery
3414,23-10-2015,whole milk,Dairy
2799,12-08-2015,detergent,Cleaning Supplies
1634,03-12-2015,curd,Meat
3481,22-03-2015,bottled beer,Beverages
3691,24-08-2015,brown bread,Bakery
2811,11-02-2015,cling film/bags,Cleaning Supplies
2758,19-11-2015,grapes,Fruits
2872,19-09-2015,shopping bags,Dry Goods
3339,08-10-2015,whole milk,Dairy
3483,28-10-2015,pip fruit,Fruits
3255,29-04-2015,other vegetables,Vegetables
3462,15-11-2015,butter,Dairy
1355,28-02-2015,bottled water,Beverages
2952,25-11-2015,shopping bags,Dry Goods
2171,19-06-2015,roll products ,Baby Products
2693,02-11-2015,bottled beer,Beverages
1348,13-06-2015,chocolate,Dairy
1112,09-04-2015,jam,Snacks
2058,24-02-2015,red/blush wine,Beverages
2003,23-11-2015,brown bread,Bakery
2166,12-03-2015,soda,Beverages
3113,18-06-2015,berries,Fruits
2830,22-06-2015,rolls/buns,Bakery
3582,17-06-2015,whole milk,Dairy
4572,19-08-2015,butter milk,Dairy
1373,19-07-2015,soups,Meat
2513,06-11-2015,bottled beer,Beverages
3050,15-12-2015,whole milk,Dairy
2563,03-08-2015,whole milk,Dairy
1055,25-05-2015,newspapers,Bakery
1887,09-11-2015,yogurt,Dairy
2391,03-01-2015,rolls/buns,Bakery
3347,24-04-2015,margarine,Meat
4873,03-09-2015,waffles,Snacks
1571,24-05-2015,whole milk,Dairy
3571,21-10-2015,citrus fruit,Fruits
4348,11-04-2015,rolls/buns,Bakery
2400,06-02-2015,margarine,Meat
2867,25-06-2015,shopping bags,Dry Goods
2672,12-07-2015,waffles,Snacks
1659,07-08-2015,bottled water,Beverages
4104,30-11-2015,pot plants,Vegetables
1465,03-02-2015,tropical fruit,Fruits
3436,27-03-2015,UHT-milk,Dairy
4503,17-02-2015,whole milk,Dairy
3812,28-07-2015,frozen potato products,Frozen
2759,27-07-2015,rolls/buns,Bakery
2019,14-11-2015,other vegetables,Vegetables
3201,24-01-2015,tropical fruit,Fruits
1861,12-08-2015,roll products ,Baby Products
4524,10-12-2015,ice cream,Dairy
2680,11-08-2015,sweet spreads,Fruits
3413,31-01-2015,domestic eggs,Household
4354,16-01-2015,oil,Condiments
3608,27-11-2015,rolls/buns,Bakery
3518,26-10-2015,pastry,Bakery
3542,11-07-2015,sugar,Snacks
2579,08-04-2015,white wine,Beverages
2650,22-11-2015,soda,Beverages
3499,13-01-2015,napkins,Condiments
2804,18-01-2015,other vegetables,Vegetables
2975,09-10-2015,fruit/vegetable juice,Fruits
1783,05-01-2015,pip fruit,Fruits
1116,29-11-2015,rolls/buns,Bakery
2578,26-11-2015,rolls/buns,Bakery
4003,23-12-2015,citrus fruit,Fruits
3021,30-01-2015,sliced cheese,Dairy
3791,23-01-2015,whole milk,Dairy
1242,04-04-2015,other vegetables,Vegetables
2290,03-07-2015,condensed milk,Dairy
4204,06-05-2015,shopping bags,Dry Goods
4100,01-03-2015,whipped/sour cream,Dairy
3085,11-07-2015,newspapers,Bakery
1944,31-08-2015,whipped/sour cream,Dairy
3845,19-09-2015,other vegetables,Vegetables
2077,01-03-2015,whole milk,Dairy
1128,05-07-2015,coffee,Beverages
4130,05-04-2015,whipped/sour cream,Dairy
2496,02-12-2015,white wine,Beverages
3764,01-08-2015,yogurt,Dairy
2369,17-10-2015,whipped/sour cream,Dairy
4662,25-08-2015,sugar,Snacks
4392,13-08-2015,chewing gum,Snacks
3259,15-02-2015,butter,Dairy
1839,09-10-2015,whipped/sour cream,Dairy
4376,22-11-2015,root vegetables,Vegetables
1934,03-02-2015,beverages,Beverages
1158,25-08-2015,cream cheese ,Dairy
2784,19-03-2015,dog food,Pet Supplies
4954,10-06-2015,UHT-milk,Dairy
2060,26-07-2015,specialty fat,Seafood
4556,10-01-2015,canned beer,Canned Goods
2433,27-12-2015,berries,Fruits
1843,24-02-2015,semi-finished bread,Bakery
1793,21-09-2015,rolls/buns,Bakery
3640,08-10-2015,pastry,Bakery
2795,12-03-2015,cat food,Snacks
2044,26-09-2015,shopping bags,Dry Goods
4742,05-04-2015,citrus fruit,Fruits
3584,14-03-2015,photo/film,Baby Products
1957,31-01-2015,root vegetables,Vegetables
3483,20-03-2015,male cosmetics,Baby Products
3883,05-10-2015,whole milk,Dairy
2474,09-02-2015,coffee,Beverages
3148,09-03-2015,yogurt,Dairy
1767,24-10-2015,other vegetables,Vegetables
4601,22-07-2015,rolls/buns,Bakery
3181,22-03-2015,canned fish,Canned Goods
2261,11-04-2015,onions,Vegetables
1656,14-02-2015,rolls/buns,Bakery
4134,05-05-2015,pip fruit,Fruits
2254,21-01-2015,house keeping products,Household
1517,01-08-2015,rolls/buns,Bakery
2176,06-08-2015,brown bread,Bakery
4255,02-09-2015,tropical fruit,Fruits
1780,21-09-2015,yogurt,Dairy
1275,18-10-2015,specialty chocolate,Dairy
2159,30-04-2015,female sanitary products,Baby Products
4153,27-07-2015,rolls/buns,Bakery
1553,21-07-2015,sliced cheese,Dairy
2072,28-11-2015,other vegetables,Vegetables
2964,05-02-2015,hard cheese,Dairy
3974,05-03-2015,sliced cheese,Dairy
4848,14-10-2015,canned beer,Canned Goods
1605,06-07-2015,seasonal products,Baby Products
2082,23-11-2015,domestic eggs,Household
2477,04-06-2015,pip fruit,Fruits
1508,10-03-2015,bottled beer,Beverages
2682,16-06-2015,soda,Beverages
1012,27-03-2015,whole milk,Dairy
3591,02-09-2015,newspapers,Bakery
2004,08-01-2015,other vegetables,Vegetables
4272,22-03-2015,whole milk,Dairy
1900,24-09-2015,yogurt,Dairy
3483,22-11-2015,tropical fruit,Fruits
4686,14-09-2015,other vegetables,Vegetables
3757,24-06-2015,newspapers,Bakery
3484,10-10-2015,herbs,Vegetables
4314,02-05-2015,white bread,Bakery
1204,23-07-2015,pip fruit,Fruits
1355,28-03-2015,soda,Beverages
3463,16-05-2015,beverages,Beverages
3548,19-03-2015,whole milk,Dairy
2271,02-01-2015,mayonnaise,Condiments
2275,19-05-2015,shopping bags,Dry Goods
1275,16-07-2015,whole milk,Dairy
4577,04-11-2015,root vegetables,Vegetables
2286,21-11-2015,whole milk,Dairy
4287,06-08-2015,root vegetables,Vegetables
1781,06-06-2015,butter milk,Dairy
2840,07-08-2015,rolls/buns,Bakery
2585,13-02-2015,whole milk,Dairy
2958,27-01-2015,tropical fruit,Fruits
3788,16-02-2015,soda,Beverages
3061,05-12-2015,margarine,Meat
1531,19-01-2015,pickled vegetables,Vegetables
3451,31-08-2015,butter milk,Dairy
3119,28-06-2015,grapes,Fruits
4015,27-03-2015,other vegetables,Vegetables
2869,29-04-2015,curd,Meat
4814,12-02-2015,soda,Beverages
2978,25-11-2015,other vegetables,Vegetables
4789,09-04-2015,liquor,Beverages
2151,03-08-2015,margarine,Meat
2390,21-08-2015,other vegetables,Vegetables
3634,02-12-2015,mayonnaise,Condiments
3394,13-12-2015,rolls/buns,Bakery
1874,08-06-2015,sugar,Snacks
4671,01-08-2015,whole milk,Dairy
3647,03-03-2015,other vegetables,Vegetables
1275,17-02-2015,onions,Vegetables
3306,28-09-2015,yogurt,Dairy
1087,19-03-2015,pip fruit,Fruits
3210,23-12-2015,tropical fruit,Fruits
1136,03-01-2015,butter milk,Dairy
3050,21-06-2015,bottled water,Beverages
4406,01-02-2015,whole milk,Dairy
4277,09-08-2015,root vegetables,Vegetables
2500,06-12-2015,fruit/vegetable juice,Fruits
4704,19-08-2015,whole milk,Dairy
4470,23-12-2015,whipped/sour cream,Dairy
4747,24-08-2015,baking powder,Bakery
2550,20-04-2015,red/blush wine,Beverages
4783,10-10-2015,curd,Meat
2117,07-11-2015,pastry,Bakery
4510,03-09-2015,sliced cheese,Dairy
4258,11-12-2015,salty snack,Snacks
3535,18-01-2015,pastry,Bakery
3095,16-08-2015,specialty bar,Bakery
4625,07-04-2015,pasta,Grains & Pasta
2014,23-06-2015,yogurt,Dairy
1677,09-12-2015,pip fruit,Fruits
4743,04-07-2015,domestic eggs,Household
4212,31-03-2015,other vegetables,Vegetables
1087,14-08-2015,pot plants,Vegetables
3682,12-10-2015,bottled water,Beverages
2406,10-03-2015,rolls/buns,Bakery
3915,21-01-2015,hard cheese,Dairy
1901,04-05-2015,butter,Dairy
4992,23-05-2015,napkins,Condiments
4308,07-04-2015,soda,Beverages
1566,05-06-2015,whole milk,Dairy
2839,31-10-2015,whole milk,Dairy
4666,19-10-2015,butter milk,Dairy
2325,16-04-2015,soda,Beverages
4238,08-03-2015,pip fruit,Fruits
1983,20-05-2015,white wine,Beverages
4798,21-11-2015,shopping bags,Dry Goods
3703,16-06-2015,soda,Beverages
1456,19-07-2015,whole milk,Dairy
3309,02-09-2015,misc. beverages,Beverages
1983,09-08-2015,pastry,Bakery
2676,07-04-2015,newspapers,Bakery
1017,30-09-2015,dessert,Bakery
3793,07-08-2015,whole milk,Dairy
1609,03-05-2015,napkins,Condiments
3459,23-01-2015,tropical fruit,Fruits
1192,09-01-2015,seasonal products,Baby Products
3044,05-01-2015,bottled water,Beverages
3661,27-11-2015,misc. beverages,Beverages
1188,09-01-2015,rolls/buns,Bakery
1865,02-08-2015,pip fruit,Fruits
1692,28-06-2015,soda,Beverages
3577,12-05-2015,rolls/buns,Bakery
4951,13-03-2015,tropical fruit,Fruits
1714,02-08-2015,rolls/buns,Bakery
1610,26-05-2015,root vegetables,Vegetables
4652,08-04-2015,zwieback,Frozen
4020,11-04-2015,bottled beer,Beverages
2633,27-11-2015,newspapers,Bakery
4305,24-07-2015,coffee,Beverages
2416,15-02-2015,yogurt,Dairy
3124,09-04-2015,whole milk,Dairy
1422,31-05-2015,processed cheese,Dairy
2101,07-01-2015,domestic eggs,Household
2876,30-10-2015,pip fruit,Fruits
2684,11-01-2015,rolls/buns,Bakery
2377,16-04-2015,butter,Dairy
2394,17-02-2015,curd,Meat
4320,13-01-2015,popcorn,Snacks
1009,05-10-2015,yogurt,Dairy
1460,13-01-2015,other vegetables,Vegetables
1821,20-04-2015,frozen vegetables,Vegetables
3182,15-10-2015,zwieback,Frozen
1526,26-11-2015,whole milk,Dairy
2070,16-07-2015,oil,Condiments
2534,18-05-2015,soda,Beverages
3794,28-04-2015,bottled water,Beverages
1405,28-02-2015,whole milk,Dairy
4544,07-01-2015,whole milk,Dairy
2494,10-06-2015,margarine,Meat
3322,02-02-2015,ice cream,Dairy
3655,16-02-2015,butter,Dairy
2918,08-04-2015,other vegetables,Vegetables
2584,31-03-2015,whole milk,Dairy
2212,16-04-2015,pastry,Bakery
3176,01-08-2015,dish cleaner,Cleaning Supplies
4564,13-06-2015,pip fruit,Fruits
4556,17-08-2015,butter milk,Dairy
4573,10-10-2015,whole milk,Dairy
2781,10-04-2015,cream cheese ,Dairy
3316,03-01-2015,whole milk,Dairy
1827,02-05-2015,whipped/sour cream,Dairy
4889,03-02-2015,domestic eggs,Household
3548,01-06-2015,rolls/buns,Bakery
2736,17-07-2015,beef,Meat
4927,19-10-2015,soda,Beverages
3214,22-12-2015,root vegetables,Vegetables
3275,18-06-2015,other vegetables,Vegetables
2909,08-05-2015,coffee,Beverages
4226,06-12-2015,domestic eggs,Household
1622,11-03-2015,rolls/buns,Bakery
1395,12-10-2015,newspapers,Bakery
2938,06-06-2015,pasta,Grains & Pasta
3674,13-08-2015,yogurt,Dairy
2063,08-11-2015,sliced cheese,Dairy
4214,07-10-2015,citrus fruit,Fruits
3042,16-01-2015,frozen potato products,Frozen
3877,17-09-2015,soda,Beverages
2168,25-11-2015,rolls/buns,Bakery
1503,12-05-2015,whipped/sour cream,Dairy
2769,23-04-2015,frozen dessert,Frozen
4933,27-02-2015,pot plants,Vegetables
3082,22-05-2015,whole milk,Dairy
1422,01-01-2015,turkey,Meat
3139,26-02-2015,frozen vegetables,Vegetables
2200,08-03-2015,citrus fruit,Fruits
4670,31-08-2015,root vegetables,Vegetables
2053,21-09-2015,yogurt,Dairy
4847,03-02-2015,sliced cheese,Dairy
1185,24-08-2015,specialty bar,Bakery
4656,25-12-2015,root vegetables,Vegetables
2741,11-09-2015,yogurt,Dairy
2654,17-08-2015,curd,Meat
2010,19-12-2015,root vegetables,Vegetables
2586,10-07-2015,tropical fruit,Fruits
3511,15-11-2015,other vegetables,Vegetables
4700,06-06-2015,dessert,Bakery
2235,20-01-2015,whole milk,Dairy
2557,23-10-2015,long life bakery product,Bakery
3462,16-02-2015,soda,Beverages
1356,02-04-2015,semi-finished bread,Bakery
1477,20-11-2015,pot plants,Vegetables
3094,13-06-2015,meat,Meat
3981,25-12-2015,spread cheese,Dairy
1340,23-01-2015,whole milk,Dairy
4015,10-01-2015,whole milk,Dairy
1719,10-09-2015,whole milk,Dairy
1542,15-05-2015,whole milk,Dairy
1357,10-04-2015,brown bread,Bakery
4003,21-11-2015,root vegetables,Vegetables
4224,06-12-2015,pastry,Bakery
1292,05-07-2015,whole milk,Dairy
4018,28-04-2015,whole milk,Dairy
2721,15-07-2015,butter,Dairy
4016,21-04-2015,yogurt,Dairy
3654,16-12-2015,bottled water,Beverages
3745,26-08-2015,chocolate,Dairy
2851,16-09-2015,napkins,Condiments
1474,29-07-2015,Instant food products,Baby Products
3623,05-02-2015,brown bread,Bakery
1647,20-12-2015,specialty cheese,Dairy
1312,09-02-2015,other vegetables,Vegetables
1218,13-06-2015,fruit/vegetable juice,Fruits
4745,24-12-2015,shopping bags,Dry Goods
4994,08-02-2015,fruit/vegetable juice,Fruits
1465,09-11-2015,curd,Meat
2380,07-01-2015,bottled beer,Beverages
1150,25-05-2015,sugar,Snacks
4371,21-06-2015,bottled beer,Beverages
4668,01-02-2015,frozen vegetables,Vegetables
2167,29-05-2015,specialty chocolate,Dairy
3534,09-03-2015,yogurt,Dairy
3399,12-07-2015,other vegetables,Vegetables
1144,13-08-2015,fish,Seafood
2136,10-02-2015,whole milk,Dairy
1888,10-04-2015,whole milk,Dairy
4990,14-12-2015,specialty chocolate,Dairy
1731,20-11-2015,waffles,Snacks
4632,04-10-2015,soda,Beverages
3035,29-11-2015,bottled beer,Beverages
4376,22-07-2015,soda,Beverages
3760,04-06-2015,soda,Beverages
1135,24-02-2015,butter,Dairy
3132,12-08-2015,soda,Beverages
1252,11-03-2015,pastry,Bakery
3698,24-08-2015,whole milk,Dairy
1442,25-07-2015,onions,Vegetables
1160,24-01-2015,frozen meals,Frozen
1451,27-01-2015,fruit/vegetable juice,Fruits
2785,01-02-2015,beef,Meat
3159,31-01-2015,white bread,Bakery
3205,17-01-2015,pip fruit,Fruits
2703,27-03-2015,bottled water,Beverages
1115,22-01-2015,yogurt,Dairy
2632,24-05-2015,whipped/sour cream,Dairy
2729,23-07-2015,cream cheese ,Dairy
4334,10-11-2015,fruit/vegetable juice,Fruits
1009,23-09-2015,ketchup,Condiments
3098,04-09-2015,bottled water,Beverages
1489,07-03-2015,dessert,Bakery
4240,04-12-2015,other vegetables,Vegetables
1096,28-07-2015,fruit/vegetable juice,Fruits
3120,14-11-2015,other vegetables,Vegetables
1608,13-11-2015,citrus fruit,Fruits
2298,16-08-2015,fruit/vegetable juice,Fruits
4646,31-07-2015,bottled water,Beverages
3782,03-02-2015,oil,Condiments
2448,29-12-2015,pastry,Bakery
4999,16-05-2015,whipped/sour cream,Dairy
1233,13-08-2015,other vegetables,Vegetables
1335,13-09-2015,waffles,Snacks
1889,28-08-2015,chicken,Meat
3815,15-09-2015,whole milk,Dairy
3976,20-09-2015,bottled water,Beverages
3051,23-01-2015,onions,Vegetables
2630,15-02-2015,fruit/vegetable juice,Fruits
4182,18-06-2015,specialty bar,Bakery
1524,05-03-2015,soda,Beverages
2165,06-09-2015,yogurt,Dairy
3710,15-07-2015,yogurt,Dairy
1859,12-04-2015,beef,Meat
1682,01-11-2015,seasonal products,Baby Products
3682,02-01-2015,shopping bags,Dry Goods
1866,13-07-2015,pastry,Bakery
1764,15-11-2015,soda,Beverages
2016,15-08-2015,berries,Fruits
3758,06-03-2015,yogurt,Dairy
1380,09-04-2015,long life bakery product,Bakery
3063,28-10-2015,whipped/sour cream,Dairy
4782,16-08-2015,domestic eggs,Household
3677,21-04-2015,pet care,Pet Supplies
2315,15-09-2015,shopping bags,Dry Goods
3548,11-06-2015,spread cheese,Dairy
3198,08-05-2015,white bread,Bakery
1436,01-03-2015,chocolate marshmallow,Snacks
4874,23-12-2015,dessert,Bakery
4002,28-08-2015,whole milk,Dairy
2911,14-07-2015,other vegetables,Vegetables
1611,04-04-2015,other vegetables,Vegetables
2561,19-08-2015,white wine,Beverages
2343,30-05-2015,beverages,Beverages
1021,07-11-2015,baking powder,Bakery
3484,15-05-2015,white bread,Bakery
4378,04-05-2015,rolls/buns,Bakery
1751,25-03-2015,pip fruit,Fruits
1730,24-01-2015,whole milk,Dairy
4669,25-06-2015,whipped/sour cream,Dairy
1184,16-06-2015,sweet spreads,Fruits
4793,04-11-2015,soda,Beverages
4600,12-02-2015,baking powder,Bakery
3966,11-01-2015,whole milk,Dairy
3017,22-09-2015,soft cheese,Dairy
1834,22-11-2015,canned fish,Canned Goods
4508,15-06-2015,candy,Snacks
2879,26-05-2015,newspapers,Bakery
4643,12-03-2015,coffee,Beverages
3757,03-02-2015,brown bread,Bakery
1486,20-08-2015,dish cleaner,Cleaning Supplies
3018,18-01-2015,soda,Beverages
3600,17-08-2015,other vegetables,Vegetables
1239,24-01-2015,whole milk,Dairy
1315,07-11-2015,chocolate,Dairy
1654,28-09-2015,rolls/buns,Bakery
3551,24-07-2015,pastry,Bakery
2861,02-12-2015,whole milk,Dairy
1170,09-10-2015,whipped/sour cream,Dairy
1351,26-02-2015,other vegetables,Vegetables
2645,27-06-2015,rolls/buns,Bakery
4202,02-05-2015,other vegetables,Vegetables
2653,02-03-2015,other vegetables,Vegetables
3961,05-03-2015,finished products,Baby Products
2441,31-05-2015,yogurt,Dairy
3637,22-12-2015,soft cheese,Dairy
2329,15-07-2015,whipped/sour cream,Dairy
3858,27-03-2015,soda,Beverages
4294,02-03-2015,bottled beer,Beverages
4765,01-07-2015,curd,Meat
4017,11-10-2015,yogurt,Dairy
4855,01-05-2015,sweet spreads,Fruits
2673,10-12-2015,canned beer,Canned Goods
3352,02-07-2015,rolls/buns,Bakery
1391,21-08-2015,yogurt,Dairy
4352,29-12-2015,other vegetables,Vegetables
1298,27-07-2015,Instant food products,Baby Products
1618,02-08-2015,whole milk,Dairy
2433,21-06-2015,other vegetables,Vegetables
4992,01-03-2015,pip fruit,Fruits
3515,21-04-2015,root vegetables,Vegetables
1786,10-02-2015,citrus fruit,Fruits
3844,27-06-2015,other vegetables,Vegetables
3914,08-01-2015,cake bar,Bakery
4859,10-05-2015,soda,Beverages
2747,30-08-2015,curd,Meat
4172,08-10-2015,soda,Beverages
1796,15-08-2015,other vegetables,Vegetables
2524,05-12-2015,other vegetables,Vegetables
3523,01-04-2015,chocolate,Dairy
3761,30-03-2015,other vegetables,Vegetables
1830,16-01-2015,other vegetables,Vegetables
4144,01-04-2015,whole milk,Dairy
3803,27-01-2015,tropical fruit,Fruits
4503,22-03-2015,pip fruit,Fruits
2055,02-05-2015,beverages,Beverages
3634,10-12-2015,frozen vegetables,Vegetables
4503,09-08-2015,bottled water,Beverages
3756,02-12-2015,pip fruit,Fruits
3071,13-06-2015,frozen meals,Frozen
3168,16-12-2015,ice cream,Dairy
2301,24-12-2015,bottled water,Beverages
1270,25-04-2015,napkins,Condiments
3999,15-11-2015,domestic eggs,Household
1603,13-07-2015,whole milk,Dairy
3089,16-02-2015,citrus fruit,Fruits
4671,30-05-2015,newspapers,Bakery
2985,29-05-2015,whole milk,Dairy
3318,21-07-2015,curd,Meat
3954,10-02-2015,onions,Vegetables
1048,18-10-2015,tropical fruit,Fruits
3586,24-05-2015,waffles,Snacks
4431,16-11-2015,pastry,Bakery
3977,16-04-2015,yogurt,Dairy
1799,13-06-2015,canned fish,Canned Goods
2609,26-08-2015,coffee,Beverages
4187,10-04-2015,specialty cheese,Dairy
3140,11-02-2015,butter,Dairy
4942,23-11-2015,sliced cheese,Dairy
3886,18-11-2015,whole milk,Dairy
4453,23-08-2015,yogurt,Dairy
1056,09-11-2015,meat spreads,Meat
2700,18-10-2015,specialty cheese,Dairy
1049,05-09-2015,herbs,Vegetables
2446,29-07-2015,tropical fruit,Fruits
4864,05-07-2015,margarine,Meat
1483,25-04-2015,soda,Beverages
4158,26-12-2015,hard cheese,Dairy
2212,28-10-2015,butter milk,Dairy
1142,13-06-2015,brown bread,Bakery
2273,26-10-2015,bottled beer,Beverages
3741,23-01-2015,whipped/sour cream,Dairy
3574,20-06-2015,white wine,Beverages
3902,29-11-2015,whole milk,Dairy
2169,21-10-2015,whole milk,Dairy
3038,11-01-2015,waffles,Snacks
2023,07-02-2015,hard cheese,Dairy
1038,10-04-2015,specialty chocolate,Dairy
3998,23-01-2015,citrus fruit,Fruits
3516,13-12-2015,whipped/sour cream,Dairy
1979,09-09-2015,frozen vegetables,Vegetables
